City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
271,Pontianak,ID,2020-08-02 18:27:29,-0.03,109.33,77.52,92,97,3.42,overcast clouds
272,Constitucion,CL,2020-08-02 18:25:19,-35.33,-72.42,60.62,75,40,4.99,scattered clouds
273,Kurgan,RU,2020-08-02 18:27:29,55.45,65.33,74.95,58,0,11.3,clear sky
274,Cherat,PK,2020-08-02 18:27:30,33.82,71.89,91.4,55,40,6.93,haze
275,Pimentel,PE,2020-08-02 18:27:30,-6.84,-79.93,64.4,77,90,11.41,mist
276,San Matias,BO,2020-08-02 18:22:48,-16.37,-58.4,97.43,18,2,6.78,clear sky
277,Sete,FR,2020-08-02 18:23:50,43.4,3.7,86.0,33,69,18.34,broken clouds
278,Neiafu,TO,2020-08-02 18:27:30,-18.65,-173.98,75.2,78,75,5.82,broken clouds
279,Nynashamn,SE,2020-08-02 18:27:31,58.9,17.95,68.0,48,37,17.02,scattered clouds
280,Sitka,US,2020-08-02 18:25:11,57.05,-135.33,57.2,87,90,5.82,mist
281,Sarakhs,IR,2020-08-02 18:27:31,36.54,61.16,86.0,25,0,4.7,clear sky
282,Ayagoz,KZ,2020-08-02 18:27:31,47.97,80.44,65.3,54,98,14.34,overcast clouds
283,Grand Gaube,MU,2020-08-02 18:27:31,-20.01,57.66,70.0,74,28,5.01,scattered clouds
284,Jiazi,CN,2020-08-02 18:27:32,22.88,116.07,79.2,89,100,4.38,light rain
285,Lorengau,PG,2020-08-02 18:25:18,-2.02,147.27,81.57,80,39,12.55,light rain
286,Pokhara,NP,2020-08-02 18:24:31,28.23,83.98,74.26,83,62,2.21,moderate rain
287,Lagoa,PT,2020-08-02 18:25:33,39.05,-27.98,71.67,72,34,11.36,scattered clouds
288,Te Anau,NZ,2020-08-02 18:27:32,-45.42,167.72,47.98,91,88,1.14,moderate rain
289,Bengkulu,ID,2020-08-02 18:24:35,-3.8,102.27,76.71,90,46,7.0,moderate rain
290,Kadoma,JP,2020-08-02 18:27:33,34.73,135.58,80.01,66,28,3.87,scattered clouds
291,Smolenka,RU,2020-08-02 18:27:33,52.14,113.5,62.6,88,79,6.71,broken clouds
292,Shingu,JP,2020-08-02 18:25:09,33.73,135.98,73.99,92,35,2.75,light rain
293,Tual,ID,2020-08-02 18:27:33,-5.67,132.75,77.02,83,74,17.2,broken clouds
294,Asau,RO,2020-08-02 18:25:31,46.43,26.4,62.01,76,18,1.05,few clouds
295,Sakakah,SA,2020-08-02 18:27:34,29.97,40.21,98.6,11,0,5.82,clear sky
296,Namibe,AO,2020-08-02 18:26:13,-15.2,12.15,67.12,86,0,3.8,clear sky
297,Broken Hill,AU,2020-08-02 18:27:34,-31.95,141.43,53.6,37,100,8.05,overcast clouds
298,Lekoni,GA,2020-08-02 18:27:34,-1.58,14.26,83.25,51,98,9.84,overcast clouds
299,Bilibino,RU,2020-08-02 18:26:10,68.05,166.44,44.89,75,93,2.44,overcast clouds
300,Kieta,PG,2020-08-02 18:25:49,-6.22,155.63,77.63,81,19,4.05,few clouds
301,Vangaindrano,MG,2020-08-02 18:27:35,-23.35,47.6,64.56,70,72,4.05,broken clouds
302,Ruwi,OM,2020-08-02 18:27:35,23.6,58.55,89.6,75,10,2.24,clear sky
303,Port Lincoln,AU,2020-08-02 18:24:54,-34.73,135.87,53.13,79,100,10.31,overcast clouds
304,Ipixuna,BR,2020-08-02 18:27:36,-1.76,-48.8,91.4,49,40,6.93,scattered clouds
305,Maumere,ID,2020-08-02 18:24:52,-8.62,122.21,73.08,66,60,2.55,broken clouds
306,Pleasanton,US,2020-08-02 18:26:59,37.66,-121.87,78.01,53,1,5.82,clear sky
307,Nanortalik,GL,2020-08-02 18:24:58,60.14,-45.24,47.37,91,99,11.23,overcast clouds
308,Northam,GB,2020-08-02 18:27:36,51.03,-4.22,63.0,79,100,5.01,overcast clouds
309,Luwuk,ID,2020-08-02 18:27:36,-0.95,122.79,76.3,80,99,3.65,light rain
310,Birin,NP,2020-08-02 18:27:37,26.89,88.07,82.4,88,40,1.12,scattered clouds
311,College,US,2020-08-02 18:25:40,64.86,-147.8,66.2,72,75,8.05,broken clouds
312,Cap Malheureux,MU,2020-08-02 18:27:37,-19.98,57.61,70.0,74,21,5.01,few clouds
313,Cuamba,MZ,2020-08-02 18:27:37,-14.8,36.54,64.24,74,76,4.34,broken clouds
314,Iqaluit,CA,2020-08-02 18:25:27,63.75,-68.51,53.6,76,75,8.05,broken clouds
315,Newport,GB,2020-08-02 18:26:25,51.59,-3.0,64.99,66,97,1.99,overcast clouds
316,Maceio,BR,2020-08-02 18:27:38,-9.67,-35.74,75.2,88,75,8.05,shower rain
317,La Ronge,CA,2020-08-02 18:27:38,55.1,-105.28,77.0,47,20,9.17,few clouds
318,Cooma,AU,2020-08-02 18:27:39,-36.23,149.13,30.2,100,90,8.05,overcast clouds
319,Berbera,SO,2020-08-02 18:27:39,10.44,45.01,92.97,38,15,22.82,few clouds
320,Havelock,US,2020-08-02 18:27:39,34.88,-76.9,91.4,55,1,14.99,clear sky
321,Gandajika,CD,2020-08-02 18:27:39,-6.75,23.95,78.73,25,86,3.69,overcast clouds
322,Taoudenni,ML,2020-08-02 18:27:39,22.68,-3.98,112.93,11,32,8.81,scattered clouds
323,Ende,ID,2020-08-02 18:27:40,-8.84,121.66,70.59,72,17,2.91,few clouds
324,Qui Nhon,VN,2020-08-02 18:24:46,13.77,109.23,82.76,74,99,6.44,overcast clouds
325,Hami,CN,2020-08-02 18:24:37,42.8,93.45,84.07,14,67,5.28,broken clouds
326,Adrar,MR,2020-08-02 18:27:40,20.5,-10.07,108.45,7,0,7.87,clear sky
327,Mabaruma,GY,2020-08-02 18:27:41,8.2,-59.78,83.37,85,79,5.32,moderate rain
328,The Valley,AI,2020-08-02 18:25:59,18.22,-63.06,89.6,74,20,9.17,few clouds
329,Kununurra,AU,2020-08-02 18:25:16,-15.77,128.73,55.4,38,44,4.14,scattered clouds
330,Guerrero Negro,MX,2020-08-02 18:27:41,27.98,-114.06,83.93,49,70,13.91,broken clouds
331,Bethanien,NA,2020-08-02 18:27:41,-26.5,17.16,67.03,21,0,11.12,clear sky
332,Lahaina,US,2020-08-02 18:27:38,20.88,-156.68,80.6,61,40,12.75,scattered clouds
333,Langen,DE,2020-08-02 18:26:29,49.99,8.67,78.01,36,60,9.17,broken clouds
334,Ayan,RU,2020-08-02 18:27:42,56.45,138.17,54.03,80,0,5.03,clear sky
335,Doha,QA,2020-08-02 18:26:09,25.29,51.53,97.0,79,0,5.82,clear sky
336,Koulikoro,ML,2020-08-02 18:27:42,14.0,-7.75,84.99,69,80,9.95,broken clouds
337,Luderitz,NA,2020-08-02 18:26:07,-26.65,15.16,73.4,32,0,1.12,clear sky
338,Campos Do Jordao,BR,2020-08-02 18:27:43,-22.74,-45.59,77.0,44,20,5.82,few clouds
339,Rawson,AR,2020-08-02 18:21:22,-43.3,-65.1,56.3,38,30,11.95,scattered clouds
340,Lorena,BR,2020-08-02 18:27:43,-22.73,-45.12,77.0,31,20,3.36,few clouds
341,Moussoro,TD,2020-08-02 18:25:38,13.64,16.49,83.28,61,99,15.75,moderate rain
342,Baruun-Urt,MN,2020-08-02 18:23:51,46.68,113.28,57.92,82,62,11.12,light rain
343,Garango,BF,2020-08-02 18:27:43,11.8,-0.55,83.77,66,89,8.3,overcast clouds
344,Georgetown,MY,2020-08-02 18:24:41,5.41,100.34,84.2,79,20,4.7,few clouds
345,Caravelas,BR,2020-08-02 18:25:08,-17.71,-39.25,74.89,67,12,11.68,light rain
346,Kazachinskoye,RU,2020-08-02 18:24:40,57.7,93.28,60.4,92,100,1.03,overcast clouds
347,Astana,KZ,2020-08-02 18:21:15,51.18,71.45,73.4,56,0,6.71,clear sky
348,Gubkinskiy,RU,2020-08-02 18:27:44,64.43,76.5,64.15,63,38,10.25,scattered clouds
349,Deputatskiy,RU,2020-08-02 18:25:58,69.3,139.9,41.29,92,30,1.95,scattered clouds
350,Abha,SA,2020-08-02 18:27:45,18.22,42.51,66.2,93,75,11.41,broken clouds
351,Yasnyy,RU,2020-08-02 18:27:45,51.03,59.87,80.17,27,87,15.1,overcast clouds
352,Bubaque,GW,2020-08-02 18:27:45,11.28,-15.83,81.05,82,89,16.22,overcast clouds
353,Lujan,AR,2020-08-02 18:27:45,-34.57,-59.1,72.0,75,99,4.0,overcast clouds
354,Ulaanbaatar,MN,2020-08-02 18:25:18,47.91,106.88,55.4,87,75,11.18,broken clouds
355,Flinders,AU,2020-08-02 18:27:46,-34.58,150.86,46.99,86,24,1.01,few clouds
356,Alofi,NU,2020-08-02 18:27:46,-19.06,-169.92,60.8,93,18,1.12,few clouds
357,Nizhniy Kuranakh,RU,2020-08-02 18:27:46,58.84,125.49,52.03,85,100,4.32,overcast clouds
358,Cabatuan,PH,2020-08-02 18:27:46,10.88,122.49,76.98,77,100,4.34,overcast clouds
359,Sao Filipe,CV,2020-08-02 18:25:33,14.9,-24.5,78.31,87,65,5.79,broken clouds
360,Tura,IN,2020-08-02 18:24:54,25.52,90.22,79.57,80,95,1.74,overcast clouds
361,Qasigiannguit,GL,2020-08-02 18:27:47,68.82,-51.19,50.0,61,20,5.82,few clouds
362,Mogadishu,SO,2020-08-02 18:22:22,2.04,45.34,77.14,79,47,22.35,light rain
363,Moron,AR,2020-08-02 18:27:08,-34.65,-58.62,73.0,77,100,8.05,overcast clouds
364,Mizan Teferi,ET,2020-08-02 18:27:48,6.98,35.58,61.83,90,17,3.2,few clouds
365,Muros,ES,2020-08-02 18:26:13,42.78,-9.06,70.0,64,86,4.0,overcast clouds
366,Simi,SL,2020-08-02 18:27:48,9.57,-12.35,71.87,97,99,5.5,light rain
367,Esperance,AU,2020-08-02 18:24:57,-33.87,121.9,48.2,87,57,10.29,broken clouds
368,Samaipata,BO,2020-08-02 18:27:49,-18.15,-63.87,69.71,45,0,7.25,clear sky
369,Tena,EC,2020-08-02 18:27:49,-0.98,-77.82,87.8,58,40,3.36,scattered clouds
370,Pangai,TO,2020-08-02 18:27:49,-19.8,-174.35,75.2,78,75,6.93,broken clouds
371,Yonago,JP,2020-08-02 18:27:49,35.43,133.33,78.8,94,75,3.36,broken clouds
372,Athens,GR,2020-08-02 18:24:51,37.98,23.72,87.8,31,20,10.29,few clouds
373,Najran,SA,2020-08-02 18:24:38,17.49,44.13,87.8,45,40,13.87,scattered clouds
374,Kavaratti,IN,2020-08-02 18:26:10,10.57,72.64,82.4,80,100,21.99,light rain
375,Seoul,KR,2020-08-02 18:23:03,37.57,126.98,80.6,94,90,15.46,light rain
376,Mayor Pablo Lagerenza,PY,2020-08-02 18:27:50,-19.93,-60.77,97.11,19,0,8.93,clear sky
377,Kendari,ID,2020-08-02 18:27:50,-3.94,122.5,73.13,91,91,3.42,overcast clouds
378,Ovada,IT,2020-08-02 18:27:50,44.64,8.65,84.0,78,20,3.36,few clouds
379,Kyaikkami,MM,2020-08-02 18:27:51,16.08,97.57,80.51,89,100,26.69,heavy intensity rain
380,Alice Springs,AU,2020-08-02 18:24:19,-23.7,133.88,42.8,30,0,4.23,clear sky
381,Ahipara,NZ,2020-08-02 18:24:36,-35.17,173.17,55.2,84,99,10.36,overcast clouds
382,Saint Anthony,US,2020-08-02 18:25:49,45.02,-93.22,73.0,52,75,12.75,broken clouds
383,Uruzgan,AF,2020-08-02 18:27:52,32.83,66.0,65.25,23,0,3.11,clear sky
384,Pauini,BR,2020-08-02 18:27:52,-7.71,-66.98,96.75,27,0,3.02,clear sky
385,Tautira,PF,2020-08-02 18:27:52,-17.73,-149.15,78.8,69,75,5.82,broken clouds
386,Tianpeng,CN,2020-08-02 18:27:52,30.99,103.94,84.0,100,41,4.14,moderate rain
387,Ratnagiri,IN,2020-08-02 18:26:12,16.98,73.3,78.53,88,100,16.04,moderate rain
388,Wuzhou,CN,2020-08-02 18:27:53,23.48,111.32,76.01,94,99,3.38,overcast clouds
389,Hirna,ET,2020-08-02 18:27:53,9.22,41.1,60.48,80,76,7.81,broken clouds
390,Kendallville,US,2020-08-02 18:23:53,41.44,-85.27,72.0,83,40,8.05,scattered clouds
391,Fort Nelson,CA,2020-08-02 18:21:31,58.81,-122.7,71.6,56,75,8.05,broken clouds
392,Tilichiki,RU,2020-08-02 18:27:53,60.47,166.1,47.86,86,58,3.22,broken clouds
393,Buchanan,LR,2020-08-02 18:27:54,5.88,-10.05,80.6,78,75,8.05,broken clouds
394,Marzuq,YE,2020-08-02 18:27:54,14.4,46.47,82.04,57,2,8.05,clear sky
395,Jutai,BR,2020-08-02 18:27:54,-5.18,-68.9,93.54,32,3,3.58,clear sky
396,Sao Joao Da Barra,BR,2020-08-02 18:25:45,-21.64,-41.05,77.0,53,20,13.87,few clouds
397,Opuwo,NA,2020-08-02 18:27:54,-18.06,13.84,67.33,26,0,9.71,clear sky
398,Maldonado,UY,2020-08-02 18:27:54,-34.67,-54.92,70.0,77,98,6.93,overcast clouds
399,Itarema,BR,2020-08-02 18:27:55,-2.92,-39.92,85.57,58,12,17.13,few clouds
400,Rio Gallegos,AR,2020-08-02 18:22:04,-51.62,-69.22,44.6,81,11,10.29,few clouds
401,Ambilobe,MG,2020-08-02 18:24:57,-13.2,49.05,71.53,66,0,5.82,clear sky
402,Vardo,NO,2020-08-02 18:25:13,70.37,31.11,50.0,87,75,11.41,broken clouds
403,Bangkok,TH,2020-08-02 18:26:00,13.75,100.52,81.0,79,100,15.79,moderate rain
404,Calbuco,CL,2020-08-02 18:27:56,-41.77,-73.13,55.4,71,75,17.22,broken clouds
405,Radis,TN,2020-08-02 18:27:56,36.77,10.28,87.8,52,0,2.24,clear sky
406,Nushki,PK,2020-08-02 18:27:56,29.55,66.02,82.67,16,0,2.89,clear sky
407,Loubomo,CG,2020-08-02 18:27:56,-4.2,12.67,71.1,73,65,8.23,broken clouds
408,Dudinka,RU,2020-08-02 18:27:56,69.41,86.18,59.0,67,99,4.47,overcast clouds
409,Nouadhibou,MR,2020-08-02 18:24:54,20.93,-17.03,75.2,78,0,25.28,clear sky
410,Codrington,AU,2020-08-02 18:24:46,-38.27,141.97,42.4,87,95,8.32,overcast clouds
411,Susanville,US,2020-08-02 18:27:57,40.42,-120.65,86.0,12,1,4.7,clear sky
412,Elista,RU,2020-08-02 18:27:57,46.31,44.26,75.0,38,57,6.71,broken clouds
413,Ligatne,LV,2020-08-02 18:27:58,57.23,25.04,61.0,81,83,1.01,broken clouds
414,Bonfim,BR,2020-08-02 18:27:58,3.08,-59.95,86.07,64,31,7.56,moderate rain
415,Yanai,JP,2020-08-02 18:27:58,33.97,132.12,80.6,78,75,3.47,broken clouds
416,Baykit,RU,2020-08-02 18:24:21,61.67,96.37,61.81,83,44,3.0,scattered clouds
417,Hastings,GB,2020-08-02 18:27:58,50.86,0.57,69.01,67,34,3.0,scattered clouds
418,Palmas Bellas,PA,2020-08-02 18:27:59,9.23,-80.09,91.4,70,20,5.82,few clouds
419,Lukulu,ZM,2020-08-02 18:27:59,-14.37,23.24,63.84,30,32,5.39,scattered clouds
420,Ust-Maya,RU,2020-08-02 18:27:59,60.42,134.53,51.91,70,3,2.15,clear sky
421,Nacala,MZ,2020-08-02 18:28:00,-14.54,40.67,72.21,80,17,10.78,few clouds
422,Hasaki,JP,2020-08-02 18:25:59,35.73,140.83,70.0,100,20,4.7,few clouds
423,Leningradskiy,RU,2020-08-02 18:25:18,69.38,178.42,37.35,90,100,8.21,overcast clouds
424,Port Hawkesbury,CA,2020-08-02 18:28:00,45.62,-61.35,82.99,47,1,6.93,clear sky
425,Dubovyy Umet,RU,2020-08-02 18:28:00,52.98,50.29,64.4,68,5,3.98,clear sky
426,Necochea,AR,2020-08-02 18:26:33,-38.55,-58.74,54.0,84,93,8.01,overcast clouds
427,Bereda,ES,2020-08-02 18:24:52,43.27,-7.54,66.99,77,99,14.0,overcast clouds
428,Katima Mulilo,NA,2020-08-02 18:28:01,-17.5,24.27,57.2,41,0,1.12,clear sky
429,Talant,FR,2020-08-02 18:28:01,47.34,5.01,77.0,41,92,10.29,overcast clouds
430,Gigmoto,PH,2020-08-02 18:28:01,13.78,124.39,80.65,76,100,2.3,overcast clouds
431,Karasjok,NO,2020-08-02 18:28:01,69.47,25.51,51.8,81,75,14.99,broken clouds
432,Zhoucheng,CN,2020-08-02 18:28:02,35.91,116.31,78.39,93,0,8.43,clear sky
433,Konispol,AL,2020-08-02 18:28:02,39.66,20.18,86.0,62,68,0.89,broken clouds
434,Dongying,CN,2020-08-02 18:28:02,37.46,118.49,82.89,71,6,9.33,clear sky
435,Stafford,GB,2020-08-02 18:23:38,52.81,-2.12,64.99,48,67,5.99,broken clouds
436,Ankang,CN,2020-08-02 18:28:03,32.68,109.02,77.86,82,45,0.81,scattered clouds
437,Ginir,ET,2020-08-02 18:25:56,7.13,40.7,59.85,76,15,9.62,few clouds
438,Sept-Iles,CA,2020-08-02 18:28:03,50.2,-66.38,78.8,54,75,8.05,broken clouds
439,Angoche,MZ,2020-08-02 18:25:30,-16.23,39.91,72.59,78,39,10.04,scattered clouds
440,Komsomolskiy,UZ,2020-08-02 18:28:04,40.43,71.72,77.0,41,0,6.93,clear sky
441,Srednekolymsk,RU,2020-08-02 18:28:07,67.45,153.68,52.57,67,84,1.25,broken clouds
442,Iraan,US,2020-08-02 18:28:07,30.91,-101.9,97.0,15,2,3.0,clear sky
443,Kedrovyy,RU,2020-08-02 18:28:07,56.17,91.82,59.0,93,75,1.86,broken clouds
444,Youhao,CN,2020-08-02 18:28:07,47.87,128.83,71.26,86,99,8.25,overcast clouds
445,Muroto,JP,2020-08-02 18:26:13,33.28,134.15,79.81,79,39,5.5,scattered clouds
446,Fairbanks,US,2020-08-02 18:21:13,64.84,-147.72,66.2,82,40,5.82,scattered clouds
447,Litovko,RU,2020-08-02 18:28:08,49.24,135.17,57.22,83,98,10.02,overcast clouds
448,Belyy Yar,RU,2020-08-02 18:28:08,53.6,91.39,60.8,87,64,2.24,broken clouds
449,Vilhena,BR,2020-08-02 18:28:08,-12.74,-60.15,86.0,27,0,12.75,clear sky
450,Panama City,PA,2020-08-02 18:24:40,8.99,-79.52,91.4,70,40,8.05,thunderstorm
451,Barabash,RU,2020-08-02 18:28:09,43.2,131.48,71.6,94,75,4.47,broken clouds
452,Charters Towers,AU,2020-08-02 18:28:09,-20.1,146.27,54.61,88,2,8.81,clear sky
453,Orlik,RU,2020-08-02 18:28:09,52.52,99.83,51.37,81,100,3.09,overcast clouds
454,Ust-Kan,RU,2020-08-02 18:28:10,50.93,84.76,49.93,84,5,2.77,clear sky
455,Lodwar,KE,2020-08-02 18:24:58,3.12,35.6,87.75,28,4,13.18,clear sky
456,Beloha,MG,2020-08-02 18:28:10,-25.17,45.05,62.83,72,0,15.48,clear sky
457,Barra,BR,2020-08-02 18:28:10,-11.09,-43.14,86.11,29,42,7.09,scattered clouds
458,Beira,MZ,2020-08-02 18:28:11,-19.84,34.84,68.63,75,72,8.72,broken clouds
459,Garut,ID,2020-08-02 18:28:11,-7.2,107.89,67.82,88,92,1.52,overcast clouds
460,Olonets,RU,2020-08-02 18:28:11,60.98,32.97,56.34,87,96,3.04,overcast clouds
461,Kostomuksha,RU,2020-08-02 18:28:11,64.57,30.58,53.78,81,68,4.94,broken clouds
462,Rantepao,ID,2020-08-02 18:28:11,-2.97,119.9,67.66,91,99,0.45,overcast clouds
463,Touros,BR,2020-08-02 18:25:51,-5.2,-35.46,82.4,69,40,11.41,scattered clouds
464,Farmington,US,2020-08-02 18:28:12,36.73,-108.22,87.01,25,1,6.93,clear sky
465,Ostrovnoy,RU,2020-08-02 18:25:56,68.05,39.51,50.29,86,100,11.77,light rain
466,Andenes,NO,2020-08-02 18:25:14,69.31,16.12,60.8,82,0,14.99,clear sky
467,Grafenhainichen,DE,2020-08-02 18:28:12,51.73,12.45,69.01,88,40,6.93,shower rain
468,Japura,ID,2020-08-02 18:28:13,-0.32,102.35,75.42,88,12,2.28,few clouds
469,Gallup,US,2020-08-02 18:28:13,35.53,-108.74,87.8,22,1,13.87,clear sky
470,Dongsheng,CN,2020-08-02 18:28:13,39.82,109.98,67.77,41,88,5.44,overcast clouds
471,Camargo,MX,2020-08-02 18:24:19,27.67,-105.17,86.88,27,2,6.82,clear sky
472,Yendi,GH,2020-08-02 18:28:13,9.44,-0.01,78.17,81,84,4.76,broken clouds
473,San Juan,AR,2020-08-02 18:28:13,-31.54,-68.54,66.63,26,13,10.94,few clouds
474,Cidreira,BR,2020-08-02 18:25:54,-30.18,-50.21,66.58,61,77,8.79,broken clouds
475,Ambovombe,MG,2020-08-02 18:28:14,-25.17,46.08,64.31,70,0,20.09,clear sky
476,Makinsk,KZ,2020-08-02 18:28:14,52.63,70.42,70.59,50,0,3.06,clear sky
477,Camacha,PT,2020-08-02 18:28:14,33.08,-16.33,71.6,73,40,16.11,scattered clouds
478,Henties Bay,NA,2020-08-02 18:28:15,-22.12,14.28,73.0,46,0,3.0,clear sky
479,Gat,IL,2020-08-02 18:28:15,31.61,34.76,82.99,59,0,1.99,clear sky
480,Lompoc,US,2020-08-02 18:24:01,34.64,-120.46,66.2,72,0,5.82,clear sky
481,Quemado De Guines,CU,2020-08-02 18:28:15,22.79,-80.25,86.0,79,75,6.93,broken clouds
482,Bahia Blanca,AR,2020-08-02 18:27:46,-38.72,-62.27,59.61,40,85,2.48,overcast clouds
483,Zhezkazgan,KZ,2020-08-02 18:25:29,47.8,67.71,80.08,30,9,12.97,clear sky
484,Pachino,IT,2020-08-02 18:28:16,36.72,15.09,84.0,67,1,9.62,clear sky
485,Gol,NO,2020-08-02 18:28:16,60.7,8.95,57.0,83,53,6.6,moderate rain
486,Apucarana,BR,2020-08-02 18:28:16,-23.55,-51.46,78.8,36,0,8.05,clear sky
487,Pitimbu,BR,2020-08-02 18:28:17,-7.47,-34.81,77.0,88,75,13.87,broken clouds
488,Tessalit,ML,2020-08-02 18:21:13,20.2,1.01,106.41,13,57,11.16,broken clouds
489,Arlit,NE,2020-08-02 18:28:17,18.74,7.39,92.26,36,57,12.01,broken clouds
490,Yumen,CN,2020-08-02 18:25:26,40.28,97.2,69.22,22,0,13.09,clear sky
491,Buin,CL,2020-08-02 18:28:17,-33.73,-70.75,66.2,29,100,4.7,overcast clouds
492,Tongzi,CN,2020-08-02 18:28:18,28.78,105.09,77.77,91,6,0.65,light rain
493,Margherita,IN,2020-08-02 18:28:18,27.28,95.68,79.99,90,73,2.24,light rain
494,Isangel,VU,2020-08-02 18:28:18,-19.55,169.27,66.31,69,4,12.44,clear sky
495,Kiunga,PG,2020-08-02 18:28:18,-6.12,141.29,70.09,97,67,2.08,broken clouds
496,Kilis,TR,2020-08-02 18:28:19,36.72,37.12,87.8,45,0,12.75,clear sky
497,Dali,CN,2020-08-02 18:28:19,25.7,100.18,64.6,81,45,3.67,scattered clouds
498,Gilgit,PK,2020-08-02 18:28:19,35.92,74.31,80.82,32,37,2.53,scattered clouds
499,Puerto Cabezas,NI,2020-08-02 18:28:19,14.04,-83.39,87.8,79,75,6.93,haze
500,De Aar,ZA,2020-08-02 18:28:19,-30.65,24.01,56.01,33,0,5.64,clear sky
501,Tucurui,BR,2020-08-02 18:28:20,-3.77,-49.67,90.84,41,62,3.53,broken clouds
502,Mani,CO,2020-08-02 18:28:20,4.82,-72.29,87.06,58,3,11.92,clear sky
503,Kulhudhuffushi,MV,2020-08-02 18:28:20,6.62,73.07,82.76,81,100,19.22,light rain
504,Dryden,CA,2020-08-02 18:28:21,49.78,-92.75,68.0,49,75,11.41,broken clouds
505,Surin,TH,2020-08-02 18:28:21,14.88,103.49,76.08,91,100,14.67,light rain
506,Taicheng,CN,2020-08-02 18:28:21,38.73,113.23,67.17,35,99,3.67,overcast clouds
507,Bilma,NE,2020-08-02 18:28:21,18.69,12.92,97.11,25,68,2.08,broken clouds
508,Arcachon,FR,2020-08-02 18:28:22,44.59,-1.05,70.0,56,67,10.29,broken clouds
509,Cairns,AU,2020-08-02 18:24:58,-16.92,145.77,66.2,93,90,8.05,shower rain
510,Novyy Urengoy,RU,2020-08-02 18:28:22,66.08,76.63,62.04,67,73,7.47,broken clouds
511,Obo,CF,2020-08-02 18:28:22,5.4,26.49,71.22,96,99,3.0,moderate rain
512,Yeppoon,AU,2020-08-02 18:25:41,-23.13,150.73,62.6,67,90,5.82,overcast clouds
513,Yanam,IN,2020-08-02 18:28:23,16.73,82.22,83.16,79,94,6.17,overcast clouds
514,Ampanihy,MG,2020-08-02 18:28:23,-24.7,44.75,61.34,71,0,13.98,clear sky
515,Port Macquarie,AU,2020-08-02 18:25:52,-31.43,152.92,44.01,98,73,4.18,broken clouds
516,Laranjeiras Do Sul,BR,2020-08-02 18:28:23,-25.41,-52.42,72.99,45,0,2.33,clear sky
517,Palapye,BW,2020-08-02 18:28:24,-22.55,27.13,58.12,36,0,7.74,clear sky
518,Masterton,NZ,2020-08-02 18:28:24,-40.96,175.66,45.0,85,100,2.64,overcast clouds
519,Talaya,RU,2020-08-02 18:28:24,61.38,152.75,44.56,80,24,2.57,few clouds
520,Ilesha,NG,2020-08-02 18:28:25,7.14,5.26,73.51,88,96,4.79,overcast clouds
521,Armidale,AU,2020-08-02 18:28:25,-30.52,151.65,36.86,89,20,2.64,few clouds
522,Preobrazheniye,RU,2020-08-02 18:28:25,42.9,133.91,67.98,94,100,7.05,light rain
523,Kargasok,RU,2020-08-02 18:25:24,59.06,80.86,62.06,88,75,3.47,broken clouds
524,Bodden Town,KY,2020-08-02 18:28:25,19.28,-81.25,88.0,70,20,11.41,few clouds
525,Balsas,BR,2020-08-02 18:28:26,-7.53,-46.04,96.93,23,18,7.9,few clouds
526,Moyale,KE,2020-08-02 18:24:20,3.52,39.06,70.74,61,38,19.51,scattered clouds
527,Aklavik,CA,2020-08-02 18:25:30,68.22,-135.01,51.8,93,90,6.93,overcast clouds
528,Sumkino,RU,2020-08-02 18:28:26,58.11,68.32,70.21,75,0,7.94,clear sky
529,Faanui,PF,2020-08-02 18:24:45,-16.48,-151.75,78.28,80,72,13.56,broken clouds
530,Charleville-Mezieres,FR,2020-08-02 18:28:27,49.77,4.72,73.0,52,82,8.05,broken clouds
531,Perth,AU,2020-08-02 18:24:30,-31.93,115.83,48.99,93,40,5.82,shower rain
532,Traverse City,US,2020-08-02 18:28:27,44.76,-85.62,80.01,47,75,9.17,broken clouds
533,Tocopilla,CL,2020-08-02 18:28:27,-22.09,-70.2,67.82,43,22,8.3,few clouds
534,Esso,RU,2020-08-02 18:28:27,55.93,158.7,51.01,80,100,1.03,light rain
535,Jalu,LY,2020-08-02 18:28:28,29.03,21.55,93.79,27,0,16.78,clear sky
536,Severodvinsk,RU,2020-08-02 18:28:28,64.56,39.83,53.6,93,90,6.71,overcast clouds
537,Rio Grande,BR,2020-08-02 18:26:10,-32.03,-52.1,73.4,73,99,8.05,overcast clouds
538,Vrangel,RU,2020-08-02 18:28:28,42.73,133.08,67.6,96,100,10.22,overcast clouds
539,Drumheller,CA,2020-08-02 18:28:28,51.46,-112.71,81.0,53,67,11.63,broken clouds
540,Nome,US,2020-08-02 18:28:29,64.5,-165.41,57.0,76,1,3.36,clear sky
541,Lasa,IT,2020-08-02 18:28:29,46.62,10.7,68.0,68,40,5.82,scattered clouds
542,Bonavista,CA,2020-08-02 18:25:40,48.65,-53.11,62.01,84,91,8.99,overcast clouds
543,Esmeraldas,BR,2020-08-02 18:28:29,-19.76,-44.31,78.8,35,75,11.41,broken clouds
544,San Rafael Del Sur,NI,2020-08-02 18:28:29,11.85,-86.44,91.4,59,40,6.93,scattered clouds
545,Bichena,ET,2020-08-02 18:28:30,10.45,38.2,55.87,94,97,3.36,light rain
